"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1613","Get recommended eco news by id -- @1.2 ","","Thu Mar 26 12:45:51 UTC 2026","broken","Thu Mar 26 12:45:53 UTC 2026","","","",""
"","1631","Like or unlike eco news by id -- @1.2 ","","Thu Mar 26 12:46:08 UTC 2026","broken","Thu Mar 26 12:46:09 UTC 2026","","","",""
"","5406","Display logged-in user information in header","","Thu Mar 26 12:48:59 UTC 2026","failed","Thu Mar 26 12:49:04 UTC 2026","","","",""
"","55","Verify 403 Forbidden for ROLE_USER with pref 'SYSTEM' and period 'DAILY'","tests.api.user_notification_preference_tests","Thu Mar 26 12:45:49 UTC 2026","passed","Thu Mar 26 12:45:49 UTC 2026","","test_forbidden_user_notif_pref","",""
"","1","Successfully retrieve Google Security configuration","","Thu Mar 26 12:46:25 UTC 2026","skipped","Thu Mar 26 12:46:25 UTC 2026","","","",""
"","48","Verify 403 Forbidden for ROLE_USER with pref 'COMMENTS' and period 'WEEKLY'","tests.api.user_notification_preference_tests","Thu Mar 26 12:45:49 UTC 2026","passed","Thu Mar 26 12:45:49 UTC 2026","","test_forbidden_user_notif_pref","",""
"","10380","Slider stops at the boundaries (Min and Max)","","Thu Mar 26 12:50:34 UTC 2026","passed","Thu Mar 26 12:50:44 UTC 2026","","","",""
"","7131","Verify mutual friends tab after page refresh","","Thu Mar 26 12:49:45 UTC 2026","passed","Thu Mar 26 12:49:52 UTC 2026","","","",""
"","0","Eco news does not exist","","Thu Mar 26 12:46:25 UTC 2026","skipped","Thu Mar 26 12:46:25 UTC 2026","","","",""
"","0","Social network not found","","Thu Mar 26 12:46:56 UTC 2026","skipped","Thu Mar 26 12:46:56 UTC 2026","","","",""
"","1521","Create eco news with valid data","","Thu Mar 26 12:48:10 UTC 2026","broken","Thu Mar 26 12:48:12 UTC 2026","","","",""
"","1","Internal server error","","Thu Mar 26 12:46:25 UTC 2026","skipped","Thu Mar 26 12:46:25 UTC 2026","","","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","208","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Thu Mar 26 12:45:31 UTC 2026","passed","Thu Mar 26 12:45:32 UTC 2026","","test_find_eco_news_by_page","",""
"","0","Unsuccessful password update due to validation errors -- @1.3 ","","Thu Mar 26 12:46:56 UTC 2026","skipped","Thu Mar 26 12:46:56 UTC 2026","","","",""
"Test for validation of Google security authentication.","52","test_google_security[GREENCITY-en-200--]","tests.api","Thu Mar 26 12:45:48 UTC 2026","failed","Thu Mar 26 12:45:48 UTC 2026","","test_google_security","",""
"","48","Verify 403 Forbidden for ROLE_USER with pref 'COMMENTS' and period 'NEVER'","tests.api.user_notification_preference_tests","Thu Mar 26 12:45:50 UTC 2026","passed","Thu Mar 26 12:45:50 UTC 2026","","test_forbidden_user_notif_pref","",""
"","0","Internal server error","","Thu Mar 26 12:46:56 UTC 2026","skipped","Thu Mar 26 12:46:56 UTC 2026","","","",""
"TC-MP-03: Verify Sign In is accessible from Main Page.","1285","TC-MP-03: Verify Sign In is accessible from Main Page","tests.ui.main_page_tests","Thu Mar 26 12:50:43 UTC 2026","passed","Thu Mar 26 12:50:45 UTC 2026","","test_sign_in_from_main_page","",""
"","349","Verify user can successfully update their own event comment","tests.api.event_comment_tests","Thu Mar 26 12:45:15 UTC 2026","skipped","Thu Mar 26 12:45:15 UTC 2026","","test_verify_user_can_update_comment","",""
"","53","Verify 403 Forbidden for ROLE_USER with pref 'SYSTEM' and period 'IMMEDIATELY'","tests.api.user_notification_preference_tests","Thu Mar 26 12:45:48 UTC 2026","passed","Thu Mar 26 12:45:49 UTC 2026","","test_forbidden_user_notif_pref","",""
"Test correct navigation to Edit Profile page.","207","Check that user is redirected to Edit Profile page after clicking on the [Edit] button","tests.ui.my_space_pages_tests.my_space_profile_tests","Thu Mar 26 12:51:29 UTC 2026","passed","Thu Mar 26 12:51:29 UTC 2026","","test_navigation_to_edit_profile_page","",""
"","4953","Redirect to the My Friends page","","Thu Mar 26 12:49:57 UTC 2026","passed","Thu Mar 26 12:50:02 UTC 2026","","","",""
"","5545","View mutual friends between users","","Thu Mar 26 12:49:22 UTC 2026","passed","Thu Mar 26 12:49:27 UTC 2026","","","",""
"Test habit deletion by habit assigned id","255","Test habit deletion with correct habit assigned id","tests.api.habit_api_tests","Thu Mar 26 12:45:20 UTC 2026","passed","Thu Mar 26 12:45:21 UTC 2026","","test_habit_deletion","",""
"","0","User has no permission to access the image","","Thu Mar 26 12:46:56 UTC 2026","skipped","Thu Mar 26 12:46:56 UTC 2026","","","",""
"","15795","Display empty state text when a friend has no cards","","Thu Mar 26 12:47:01 UTC 2026","passed","Thu Mar 26 12:47:17 UTC 2026","","","",""
"","1","Check if user liked eco news by id -- @1.1 ","","Thu Mar 26 12:46:25 UTC 2026","skipped","Thu Mar 26 12:46:25 UTC 2026","","","",""
"","54","Verify 403 Forbidden for ROLE_USER with pref 'COMMENTS' and period 'MONTHLY'","tests.api.user_notification_preference_tests","Thu Mar 26 12:45:50 UTC 2026","passed","Thu Mar 26 12:45:50 UTC 2026","","test_forbidden_user_notif_pref","",""
"","6747","User likes or unlikes a news article from the one news page","","Thu Mar 26 12:48:12 UTC 2026","skipped","Thu Mar 26 12:48:19 UTC 2026","","","",""
"","1514","Add eco news to favorites by id -- @1.4 ","","Thu Mar 26 12:45:23 UTC 2026","broken","Thu Mar 26 12:45:25 UTC 2026","","","",""
"We check possibility add field into to do list of some special habit","11125","Add custom item into to_do_list","tests.ui.my_habit_tests","Thu Mar 26 12:50:52 UTC 2026","passed","Thu Mar 26 12:51:04 UTC 2026","","test_one_event_page_add_custom_item_in_to_do_list","",""
"Check a user is redirected to another Friend page after clicking a friend card","189","Check that a user is redirected to another Friend page after clicking on a friend card on the 'All friends' tab on the Friend page","tests.ui.all_friends_page_tests","Thu Mar 26 12:46:41 UTC 2026","failed","Thu Mar 26 12:46:41 UTC 2026","","test_user_page_navigation_after_clicking_on_card","",""
"","1","Verify cancel button discards changes","","Thu Mar 26 12:51:10 UTC 2026","skipped","Thu Mar 26 12:51:10 UTC 2026","","","",""
"","0","API returns an error when invalid query parameters are used -- @1.6 ","","Thu Mar 26 12:45:50 UTC 2026","skipped","Thu Mar 26 12:45:50 UTC 2026","","","",""
"","1","API returns eco news list with valid filters -- @1.12 ","","Thu Mar 26 12:45:50 UTC 2026","skipped","Thu Mar 26 12:45:50 UTC 2026","","","",""
"","1","API returns eco news list with valid filters -- @1.7 ","","Thu Mar 26 12:45:50 UTC 2026","skipped","Thu Mar 26 12:45:50 UTC 2026","","","",""
"","16335","Viewing friend card in the target user friends list","","Thu Mar 26 12:47:33 UTC 2026","failed","Thu Mar 26 12:47:49 UTC 2026","","","",""
"","2060","Get eco news summary by id -- @1.4 ","","Thu Mar 26 12:46:02 UTC 2026","broken","Thu Mar 26 12:46:04 UTC 2026","","","",""
"Testing of social networks image get request using valid url","52","Check user access for image of social network.","tests.api.social_networks","Thu Mar 26 12:45:45 UTC 2026","failed","Thu Mar 26 12:45:45 UTC 2026","","test_social_network_image","",""
"","5801","Validation of mandatory ""Description"" textarea","","Thu Mar 26 12:48:02 UTC 2026","passed","Thu Mar 26 12:48:08 UTC 2026","","","",""
"","3601","Successfully delete an assigned habit","","Thu Mar 26 12:46:43 UTC 2026","passed","Thu Mar 26 12:46:46 UTC 2026","","","",""
"","49","Verify 403 Forbidden for ROLE_USER with pref 'SYSTEM' and period 'WEEKLY'","tests.api.user_notification_preference_tests","Thu Mar 26 12:45:49 UTC 2026","passed","Thu Mar 26 12:45:49 UTC 2026","","test_forbidden_user_notif_pref","",""
