"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","246","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:21:10 UTC 2026","passed","Tue Mar 17 09:21:11 UTC 2026","","test_find_eco_news_by_page","",""
"Verify that user can search friends by full and partial name on Friends page.","10058","Search friend by full and partial name","tests.ui.my_friends_page_tests","Tue Mar 17 09:25:26 UTC 2026","broken","Tue Mar 17 09:25:36 UTC 2026","","test_search_my_friend","",""
"Verify user can update privacy settings on Edit Profile page and changes are saved successfully.","11782","Update profile privacy settings","tests.ui.edit_profile_page_tests","Tue Mar 17 09:23:31 UTC 2026","broken","Tue Mar 17 09:23:42 UTC 2026","","test_update_privacy_settings","",""
"Verify that registered user can create new event with valid data and is redirected to event page after publishing.","2055","Create new event with valid data","tests.ui.create_update_event_page_tests","Tue Mar 17 09:22:39 UTC 2026","broken","Tue Mar 17 09:22:42 UTC 2026","","test_create_new_event","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","282","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:21:08 UTC 2026","passed","Tue Mar 17 09:21:08 UTC 2026","","test_find_eco_news_by_page","",""
"Test to verify get mutual friends.","0","Verify user can get list of mutual friends via API.","tests.api.friends_api_test","Tue Mar 17 09:21:00 UTC 2026","skipped","Tue Mar 17 09:21:00 UTC 2026","","test_mutual_friends","",""
"Test eco news request expecting error","105","Verify proper responses when use invalid query params","tests.api.news_api_tests","Tue Mar 17 09:21:06 UTC 2026","passed","Tue Mar 17 09:21:06 UTC 2026","","test_find_eco_news_by_page","",""
"Test like one news page like one news","116","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:21:14 UTC 2026","passed","Tue Mar 17 09:21:14 UTC 2026","","test_get_eco_news_by_id","",""
"Test that 'Habit title' field is required.","384","Check that user is not able to submit a form on the Create Habit page after leaving the 'Title' field empty","tests.ui.habit_form_tests","Tue Mar 17 09:25:03 UTC 2026","passed","Tue Mar 17 09:25:03 UTC 2026","","test_required_title","",""
"Test like one news page like one news","102","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:21:15 UTC 2026","passed","Tue Mar 17 09:21:15 UTC 2026","","test_get_eco_news_by_id","",""
"Test like one news page like one news","111","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:21:12 UTC 2026","passed","Tue Mar 17 09:21:12 UTC 2026","","test_get_eco_news_by_id","",""
"Test like one news page like one news","106","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:21:15 UTC 2026","passed","Tue Mar 17 09:21:15 UTC 2026","","test_get_eco_news_by_id","",""
"Test habit assignment by habit ID","378","Test habit assignment with login","tests.api.habit_api_tests","Tue Mar 17 09:21:04 UTC 2026","passed","Tue Mar 17 09:21:04 UTC 2026","","test_habit_assignment","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","204","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:21:09 UTC 2026","passed","Tue Mar 17 09:21:10 UTC 2026","","test_find_eco_news_by_page","",""
"Test like one news page like one news","114","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:21:11 UTC 2026","passed","Tue Mar 17 09:21:11 UTC 2026","","test_get_eco_news_by_id","",""
"This test verifies that a user can successfully click on form habit buttons. ","2647","Test Validation: About Us Page Buttons Verification.","tests.ui.about_us_page_tests","Tue Mar 17 09:21:29 UTC 2026","passed","Tue Mar 17 09:21:32 UTC 2026","","test_about_us_page_buttons_verification","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","237","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:21:09 UTC 2026","passed","Tue Mar 17 09:21:09 UTC 2026","","test_find_eco_news_by_page","",""
"Test like one news page like one news","100","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:21:14 UTC 2026","passed","Tue Mar 17 09:21:14 UTC 2026","","test_get_eco_news_by_id","",""
"Test like one news page like one news","352","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:21:11 UTC 2026","passed","Tue Mar 17 09:21:11 UTC 2026","","test_get_eco_news_by_id","",""
"Test of dislike of eco new","113","Get summary eco new by id.","tests.api.news_api_tests","Tue Mar 17 09:21:16 UTC 2026","passed","Tue Mar 17 09:21:17 UTC 2026","","test_user_like_oneco_new","",""
"Test correct navigation to Edit Profile page.","258","Check that user is redirected to Edit Profile page after clicking on the [Edit] button","tests.ui.my_space_pages_tests.my_space_profile_tests","Tue Mar 17 09:26:23 UTC 2026","passed","Tue Mar 17 09:26:23 UTC 2026","","test_navigation_to_edit_profile_page","",""
"Test for successful habit creation.","1130","Check that user is able to create a new habit card by filling in all required fields on the Create habit page","tests.ui.habit_form_tests","Tue Mar 17 09:25:09 UTC 2026","passed","Tue Mar 17 09:25:10 UTC 2026","","test_successful_habit_creation","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","723","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:21:08 UTC 2026","passed","Tue Mar 17 09:21:09 UTC 2026","","test_find_eco_news_by_page","",""
