"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test Friend Page search.","12841","Search friend requests by partial username","tests.ui.friend_request_page_tests","Tue Mar 17 09:44:55 UTC 2026","skipped","Tue Mar 17 09:45:08 UTC 2026","","test_friend_requests_search","",""
"Test for successful habit creation.","1217","Check that user is able to create a new habit card by filling in all required fields on the Create habit page","tests.ui.habit_form_tests","Tue Mar 17 09:45:22 UTC 2026","passed","Tue Mar 17 09:45:23 UTC 2026","","test_successful_habit_creation","",""
"This test verifies that a user, who is not signed in, sees the correct behavior after clicking on buttons in vision cards on the page.","10908","Test Validation: Click buttons in the vision card before sign in.","tests.ui.about_us_page_tests","Tue Mar 17 09:41:50 UTC 2026","broken","Tue Mar 17 09:42:01 UTC 2026","","test_about_us_page_nosingin_cards_buttons_check","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","90","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:41:25 UTC 2026","passed","Tue Mar 17 09:41:25 UTC 2026","","test_find_eco_news_by_page","",""
"Test correct navigation to Edit Profile page.","243","Check that user is redirected to Edit Profile page after clicking on the [Edit] button","tests.ui.my_space_pages_tests.my_space_profile_tests","Tue Mar 17 09:46:32 UTC 2026","passed","Tue Mar 17 09:46:33 UTC 2026","","test_navigation_to_edit_profile_page","",""
"Testcase that an anonymous user cannot post a comment on an event.","92","Verify that an unauthorized user cannot leave a comment","tests.api","Tue Mar 17 09:41:34 UTC 2026","passed","Tue Mar 17 09:41:34 UTC 2026","","test_events_comments","",""
"Check slider working","1116","test_slider_keyboard_interaction[chrome]","tests.ui.my_habit_tests","Tue Mar 17 09:46:17 UTC 2026","passed","Tue Mar 17 09:46:18 UTC 2026","","test_slider_keyboard_interaction","",""
"Testcase that an authorized user can successfully post a comment and delete it.","691","Verify that an authorized user can successfully leave and delete a comment.","tests.api","Tue Mar 17 09:41:34 UTC 2026","passed","Tue Mar 17 09:41:35 UTC 2026","","test_events_comments","",""
"Test that 'Habit title' field is required.","386","Check that user is not able to submit a form on the Create Habit page after leaving the 'Title' field empty","tests.ui.habit_form_tests","Tue Mar 17 09:45:18 UTC 2026","passed","Tue Mar 17 09:45:18 UTC 2026","","test_required_title","",""
"Test like one news page like one news","98","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:41:29 UTC 2026","passed","Tue Mar 17 09:41:29 UTC 2026","","test_get_eco_news_by_id","",""
"Verify user can update privacy settings on Edit Profile page and changes are saved successfully.","12942","Update profile privacy settings","tests.ui.edit_profile_page_tests","Tue Mar 17 09:43:46 UTC 2026","broken","Tue Mar 17 09:43:59 UTC 2026","","test_update_privacy_settings","",""
"auth login validation","193","Verify successful login, response time, and token validity","tests.api.own-security-controller_tests","Tue Mar 17 09:41:32 UTC 2026","failed","Tue Mar 17 09:41:32 UTC 2026","","test_login_validation","",""
"Test like one news page like one news","88","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Tue Mar 17 09:41:28 UTC 2026","passed","Tue Mar 17 09:41:29 UTC 2026","","test_get_eco_news_by_id","",""
