"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test successful password update and safely restore original state","331","Successful password update with valid and matching inputs","tests.api.own-security-controller_tests","Fri Mar 20 11:46:42 UTC 2026","passed","Fri Mar 20 11:46:42 UTC 2026","","test_password_update","",""
"Test like one news page like one news","102","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:36 UTC 2026","passed","Fri Mar 20 11:46:36 UTC 2026","","test_get_eco_news_by_id","",""
"We check possibility add field into to do list of some special habit","10903","Add custom item into to_do_list","tests.ui.my_habit_tests","Fri Mar 20 11:51:23 UTC 2026","broken","Fri Mar 20 11:51:34 UTC 2026","","test_one_event_page_add_custom_item_in_to_do_list","",""
"Test habit deletion by habit assigned ID","256","test_delete_assigned_habit[delete assigned habit1]","tests.api.habit_api_tests","Fri Mar 20 11:46:30 UTC 2026","failed","Fri Mar 20 11:46:30 UTC 2026","","test_habit_assignment","",""
"Test like one news page like one news","2382","Test add event link in my events page","tests.ui.my_space_pages_tests.my_events_page_tests","Fri Mar 20 11:51:49 UTC 2026","broken","Fri Mar 20 11:51:52 UTC 2026","","test_add_event_link_in_my_events_page","",""
"Test like one news page like one news","106","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:36 UTC 2026","passed","Fri Mar 20 11:46:36 UTC 2026","","test_get_eco_news_by_id","",""
"Test habit assignment by habit ID","257","Test habit assignment with login","tests.api.habit_api_tests","Fri Mar 20 11:46:27 UTC 2026","failed","Fri Mar 20 11:46:28 UTC 2026","","test_habit_assignment","",""
"Test like one news page like one news","94","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:34 UTC 2026","passed","Fri Mar 20 11:46:34 UTC 2026","","test_get_eco_news_by_id","",""
"Test summary get of eco new","149","Get recommended eco new by id.","tests.api.news_api_tests","Fri Mar 20 11:46:39 UTC 2026","passed","Fri Mar 20 11:46:39 UTC 2026","","test_get_recommended_eco_news","",""
"Test like one news page like one news","112","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:34 UTC 2026","passed","Fri Mar 20 11:46:34 UTC 2026","","test_get_eco_news_by_id","",""
"Test correct navigation to Find Friend page.","134","Check that user is redirected to Find Friend page after clicking on the [Add friends] button","tests.ui.my_space_pages_tests.my_space_profile_tests","Fri Mar 20 11:52:05 UTC 2026","passed","Fri Mar 20 11:52:05 UTC 2026","","test_navigation_to_find_friend_page","",""
"Test of dislike of eco new","110","Get summary eco new by id.","tests.api.news_api_tests","Fri Mar 20 11:46:41 UTC 2026","passed","Fri Mar 20 11:46:41 UTC 2026","","test_user_like_oneco_new","",""
"Test that calendar highlights current system date.","85","Check that calendar highlights current system date on My Space page","tests.ui.my_space_pages_tests.my_space_profile_tests","Fri Mar 20 11:51:56 UTC 2026","passed","Fri Mar 20 11:51:56 UTC 2026","","test_calendar_current_day","",""
"Test like one news page like one news","85","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:34 UTC 2026","passed","Fri Mar 20 11:46:34 UTC 2026","","test_get_eco_news_by_id","",""
"Test like one news page like one news","99","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:35 UTC 2026","passed","Fri Mar 20 11:46:35 UTC 2026","","test_get_eco_news_by_id","",""
"Test visibility of filters and search controls on Saved Places page.","13486","Verify filters and search controls are displayed on Saved Places page","tests.ui.places_saved_page_tests","Fri Mar 20 11:52:32 UTC 2026","failed","Fri Mar 20 11:52:46 UTC 2026","","test_filters_and_search_on_saved_places_page","",""
"Test that 'Habit description' textarea is required.","339","Check that user is not able to submit a form on the Create Habit page after leaving the 'Habit description' textarea empty","tests.ui.habit_form_tests","Fri Mar 20 11:50:42 UTC 2026","passed","Fri Mar 20 11:50:42 UTC 2026","","test_required_description","",""
"Check if a user card has username, user city, and [Add friend] button","63","Check that friend card has username, city, and [Add friend] button on the 'All friends' tab on the Friend page for a user with friends","tests.ui.all_friends_page_tests","Fri Mar 20 11:47:35 UTC 2026","passed","Fri Mar 20 11:47:35 UTC 2026","","test_user_card_ui_elements_presence","",""
"A test that does nothing and always passes.","0","test_nothing","tests","Fri Mar 20 11:46:49 UTC 2026","passed","Fri Mar 20 11:46:49 UTC 2026","","test_stub","",""
"Test like one news page like one news","93","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:37 UTC 2026","passed","Fri Mar 20 11:46:38 UTC 2026","","test_get_eco_news_by_id","",""
"Verify user can update privacy settings on Edit Profile page and changes are saved successfully.","11937","Update profile privacy settings","tests.ui.edit_profile_page_tests","Fri Mar 20 11:49:15 UTC 2026","broken","Fri Mar 20 11:49:27 UTC 2026","","test_update_privacy_settings","",""
"Verify that user can search friends by full and partial name on Friends page.","10033","Search friend by full and partial name","tests.ui.my_friends_page_tests","Fri Mar 20 11:51:08 UTC 2026","broken","Fri Mar 20 11:51:19 UTC 2026","","test_search_my_friend","",""
"Test like one news page like one news","113","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:34 UTC 2026","passed","Fri Mar 20 11:46:35 UTC 2026","","test_get_eco_news_by_id","",""
"A simple smoke test that always passes.","431","Smoke test for the main page","tests.ui","Fri Mar 20 11:53:03 UTC 2026","broken","Fri Mar 20 11:53:03 UTC 2026","","test_smoke","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","200","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:31 UTC 2026","passed","Fri Mar 20 11:46:31 UTC 2026","","test_find_eco_news_by_page","",""
"Test various validation errors during password update","99","Password update validation: Empty confirm password","tests.api.own-security-controller_tests","Fri Mar 20 11:46:43 UTC 2026","passed","Fri Mar 20 11:46:43 UTC 2026","","test_password_update","",""
"This test verifies that a user can successfully open pages after clicking on buttons in vision cards on the page. ","4012","Test Validation: Click buttons in the vision card after sing in.","tests.ui.about_us_page_tests","Fri Mar 20 11:47:16 UTC 2026","passed","Fri Mar 20 11:47:20 UTC 2026","","test_about_us_page_singin_vision_cards_buttons_check","",""
"Function to test header navigation.","3905","Header navigation test.","tests.ui.header_navigation_tests","Fri Mar 20 11:50:56 UTC 2026","passed","Fri Mar 20 11:50:59 UTC 2026","","test_header_navigation","",""
"Test like one news page like one news","100","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:35 UTC 2026","passed","Fri Mar 20 11:46:35 UTC 2026","","test_get_eco_news_by_id","",""
"Test like one news page like one news","93","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:37 UTC 2026","passed","Fri Mar 20 11:46:37 UTC 2026","","test_get_eco_news_by_id","",""
"Test like one news page like one news","107","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:34 UTC 2026","passed","Fri Mar 20 11:46:34 UTC 2026","","test_get_eco_news_by_id","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","99","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:34 UTC 2026","passed","Fri Mar 20 11:46:34 UTC 2026","","test_find_eco_news_by_page","",""
"Test summary get of eco new","162","Get recommended eco new by id.","tests.api.news_api_tests","Fri Mar 20 11:46:39 UTC 2026","passed","Fri Mar 20 11:46:39 UTC 2026","","test_get_recommended_eco_news","",""
"Test like one news page like one news","111","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:35 UTC 2026","passed","Fri Mar 20 11:46:35 UTC 2026","","test_get_eco_news_by_id","",""
"
    Test Objective: Verify that the system correctly triggers and displays
    validation error messages when a user attempts to sign in without entering data.
    ","1960","Verify validation errors when signing in with empty fields","tests.ui.login_testing","Fri Mar 20 11:51:01 UTC 2026","failed","Fri Mar 20 11:51:03 UTC 2026","","Authentication Tests","",""
"Test like one news page like one news","112","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:34 UTC 2026","passed","Fri Mar 20 11:46:34 UTC 2026","","test_get_eco_news_by_id","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","263","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:33 UTC 2026","passed","Fri Mar 20 11:46:33 UTC 2026","","test_find_eco_news_by_page","",""
"Test habit assignment by habit ID","141","Test habit assignment with login","tests.api.habit_api_tests","Fri Mar 20 11:46:28 UTC 2026","passed","Fri Mar 20 11:46:28 UTC 2026","","test_habit_assignment","",""
"Test to verify get mutual friends.","0","Verify user can get list of mutual friends via API.","tests.api.friends_api_test","Fri Mar 20 11:46:26 UTC 2026","skipped","Fri Mar 20 11:46:26 UTC 2026","","test_mutual_friends","",""
"Test like one news page like one news","105","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:46:37 UTC 2026","passed","Fri Mar 20 11:46:37 UTC 2026","","test_get_eco_news_by_id","",""
"Test various validation errors during password update","108","Password update validation: Password too short","tests.api.own-security-controller_tests","Fri Mar 20 11:46:43 UTC 2026","passed","Fri Mar 20 11:46:43 UTC 2026","","test_password_update","",""
