"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","263","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:43:53 UTC 2026","passed","Fri Mar 20 11:43:54 UTC 2026","","test_find_eco_news_by_page","",""
"Test eco news request expecting error","225","Verify proper responses when use invalid query params","tests.api.news_api_tests","Fri Mar 20 11:43:53 UTC 2026","passed","Fri Mar 20 11:43:53 UTC 2026","","test_find_eco_news_by_page","",""
"Test of dislike of eco new","123","Get summary eco new by id.","tests.api.news_api_tests","Fri Mar 20 11:44:04 UTC 2026","passed","Fri Mar 20 11:44:04 UTC 2026","","test_user_like_oneco_new","",""
"This test verifies that a user can successfully navigate between tabs on Saved page. ","3077","Test Validation: Saved Abstract navigation.","tests.ui","Fri Mar 20 11:50:09 UTC 2026","passed","Fri Mar 20 11:50:12 UTC 2026","","test_saved_abstract_navigation","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","99","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:43:55 UTC 2026","passed","Fri Mar 20 11:43:55 UTC 2026","","test_find_eco_news_by_page","",""
"A simple smoke test that always passes.","430","Smoke test for the main page","tests.ui","Fri Mar 20 11:50:15 UTC 2026","broken","Fri Mar 20 11:50:15 UTC 2026","","test_smoke","",""
"Test of dislike of eco new","108","Get summary eco new by id.","tests.api.news_api_tests","Fri Mar 20 11:44:03 UTC 2026","passed","Fri Mar 20 11:44:03 UTC 2026","","test_user_like_oneco_new","",""
"Check message on the empty 'All friends' tab on the Friend page","25","Check that the 'This user has no friends' message is shown on the 'All friends' tab on the Friend page for a user without friends","tests.ui.all_friends_page_tests","Fri Mar 20 11:45:21 UTC 2026","passed","Fri Mar 20 11:45:21 UTC 2026","","test_user_without_friends_shows_placeholder_message","",""
"Test like one news page like one news","100","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:43:57 UTC 2026","passed","Fri Mar 20 11:43:57 UTC 2026","","test_get_eco_news_by_id","",""
"Test habit assignment by habit ID","133","Test habit assignment with login","tests.api.habit_api_tests","Fri Mar 20 11:43:51 UTC 2026","passed","Fri Mar 20 11:43:51 UTC 2026","","test_habit_assignment","",""
"Test like one news page like one news","112","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:43:59 UTC 2026","passed","Fri Mar 20 11:43:59 UTC 2026","","test_get_eco_news_by_id","",""
"Verify user can update name, city and credo on Edit Profile page and changes are saved successfully.","12651","Update basic profile information","tests.ui.edit_profile_page_tests","Fri Mar 20 11:45:44 UTC 2026","broken","Fri Mar 20 11:45:57 UTC 2026","","test_edit_profile_info","",""
"Test like one news page like one news","98","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:43:58 UTC 2026","passed","Fri Mar 20 11:43:58 UTC 2026","","test_get_eco_news_by_id","",""
"Test like one news page like one news","87","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 11:43:58 UTC 2026","passed","Fri Mar 20 11:43:58 UTC 2026","","test_get_eco_news_by_id","",""
"Check if a user card has username, user city, and [Add friend] button","58","Check that friend card has username, city, and [Add friend] button on the 'All friends' tab on the Friend page for a user with friends","tests.ui.all_friends_page_tests","Fri Mar 20 11:44:49 UTC 2026","passed","Fri Mar 20 11:44:49 UTC 2026","","test_user_card_ui_elements_presence","",""
