"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test of addition to favorites of eco new","146","Add to favorites eco new by id.","tests.api.news_api_tests","Thu Apr 02 09:50:28 UTC 2026","passed","Thu Apr 02 09:50:28 UTC 2026","","test_add_to_favourites_eco_new_by_id","",""
"Negative security tests: verify regular user receives 403 on restricted email endpoints.","143","Security: Verify regular user gets 403 when trying to send activation message email","tests.api.email_api_tests","Thu Apr 02 09:49:56 UTC 2026","passed","Thu Apr 02 09:49:56 UTC 2026","","test_email","",""
"Test like one news page like one news","119","Test eco news get by id request's response returns correct data format","tests.api.news_api_tests","Thu Apr 02 09:50:42 UTC 2026","passed","Thu Apr 02 09:50:42 UTC 2026","","test_get_eco_news_by_id","",""
"Test for validation of correctness of DELETE request.","119","Delete eco new by id.","tests.api.news_api_tests","Thu Apr 02 09:50:30 UTC 2026","passed","Thu Apr 02 09:50:30 UTC 2026","","test_delete_eco_new_by_id","",""
"","118","Verify 403 Forbidden for ROLE_USER with pref 'INVITES' and period 'DAILY'","tests.api.user_notification_preference_tests","Thu Apr 02 09:51:07 UTC 2026","passed","Thu Apr 02 09:51:07 UTC 2026","","test_forbidden_user_notif_pref","",""
"Test get user dto by principal from access token","97","Verify response with access token","tests.api.greencity_user_api.user_controller","Thu Apr 02 09:50:16 UTC 2026","failed","Thu Apr 02 09:50:16 UTC 2026","","test_update_user_by_user_management","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","140","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Thu Apr 02 09:50:39 UTC 2026","passed","Thu Apr 02 09:50:39 UTC 2026","","test_find_eco_news_by_page","",""
"Test get user dto by principal from access token","123","Verify response with access token","tests.api.greencity_user_api.user_controller","Thu Apr 02 09:50:12 UTC 2026","failed","Thu Apr 02 09:50:12 UTC 2026","","test_update_user","",""
"Test like one news page like one news","121","Test eco news get by id request's response returns correct data format","tests.api.news_api_tests","Thu Apr 02 09:50:41 UTC 2026","passed","Thu Apr 02 09:50:41 UTC 2026","","test_get_eco_news_by_id","",""
"","149","Verify 403 Forbidden for ROLE_USER with pref 'PLACES' and period 'NEVER'","tests.api.user_notification_preference_tests","Thu Apr 02 09:51:09 UTC 2026","passed","Thu Apr 02 09:51:09 UTC 2026","","test_forbidden_user_notif_pref","",""
