"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Testcase that an anonymous user cannot post a comment on an event.","388","Verify that an unauthorized user cannot leave a comment","tests.api","Wed Mar 04 11:44:32 UTC 2026","passed","Wed Mar 04 11:44:33 UTC 2026","","test_events_comments","",""
"Test like one news page like one news","898","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Wed Mar 04 11:44:30 UTC 2026","passed","Wed Mar 04 11:44:31 UTC 2026","","test_eco_news_get_client_request","",""
"A test that does nothing and always passes.","0","test_nothing","tests","Wed Mar 04 11:44:35 UTC 2026","passed","Wed Mar 04 11:44:35 UTC 2026","","test_stub","",""
"Test like one news page like one news","4238","Test add event link in my events page","tests.ui.my_space_pages_tests.my_events_page_tests","Wed Mar 04 11:47:50 UTC 2026","broken","Wed Mar 04 11:47:54 UTC 2026","","test_add_event_link_in_my_events_page","",""
"Test like one news page like one news","4596","Test like one news on one news page","tests.ui.news_pages_tests","Wed Mar 04 11:48:12 UTC 2026","failed","Wed Mar 04 11:48:17 UTC 2026","","test_one_news_page_like_one_news","",""
"Test eco news request expecting error","652","Verify proper responses when use invalid query params","tests.api.news_api_tests","Wed Mar 04 11:44:28 UTC 2026","passed","Wed Mar 04 11:44:29 UTC 2026","","test_eco_news_get_client_request","",""
"A simple smoke test that always passes.","2623","Smoke test for the main page","tests.ui","Wed Mar 04 11:48:23 UTC 2026","broken","Wed Mar 04 11:48:26 UTC 2026","","test_smoke","",""
"Test eco news request expecting error","526","Verify proper responses when use invalid query params","tests.api.news_api_tests","Wed Mar 04 11:44:27 UTC 2026","passed","Wed Mar 04 11:44:28 UTC 2026","","test_eco_news_get_client_request","",""
"Verify user can update name, city and credo on Edit Profile page and changes are saved successfully.","6449","Update basic profile information","tests.ui.edit_profile_page_tests","Wed Mar 04 11:45:57 UTC 2026","failed","Wed Mar 04 11:46:04 UTC 2026","","test_edit_profile_info","",""
"TC-FR-03: Accept friend request and verify it appears in My Friends after refresh.","14221","TC-FR-03: Accept friend request","tests.ui.friend_request_page_tests","Wed Mar 04 11:46:20 UTC 2026","broken","Wed Mar 04 11:46:34 UTC 2026","","test_fr_accept_friend_request","",""
"This test verifies that a user, who is not signed in, sees the correct behavior after clicking on buttons in vision cards on the page.","34300","Test Validation: Click buttons in the vision card before sign in.","tests.ui.about_us_page_tests","Wed Mar 04 11:45:00 UTC 2026","broken","Wed Mar 04 11:45:34 UTC 2026","","test_about_us_page_nosingin_cards_buttons_check","",""
"This test verifies that a user can successfully open pages after clicking on buttons in vision cards on the page. ","4494","Test Validation: Click buttons in the vision card after sing in.","tests.ui.about_us_page_tests","Wed Mar 04 11:45:36 UTC 2026","passed","Wed Mar 04 11:45:40 UTC 2026","","test_about_us_page_singin_vision_cards_buttons_check","",""
"Test like one news page like one news","278","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Wed Mar 04 11:44:29 UTC 2026","passed","Wed Mar 04 11:44:30 UTC 2026","","test_eco_news_get_client_request","",""
"Testcase that an authorized user can successfully post a comment and delete it.","1198","Verify that an authorized user can successfully leave and delete a comment.","tests.api","Wed Mar 04 11:44:34 UTC 2026","passed","Wed Mar 04 11:44:35 UTC 2026","","test_events_comments","",""
"Check user menu functionality.","1022","User menu check","tests.ui.user_menu_test","Wed Mar 04 11:48:31 UTC 2026","passed","Wed Mar 04 11:48:32 UTC 2026","","test_user_menu","",""
"Check slider working","8028","test_slider_keyboard_interaction[chrome]","tests.ui.my_habit_tests","Wed Mar 04 11:47:34 UTC 2026","passed","Wed Mar 04 11:47:42 UTC 2026","","test_slider_boundaries","",""
