"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test various validation errors during password update","43","Password update validation: Mismatched passwords","tests.api.own-security-controller_tests","Fri Mar 20 12:38:16 UTC 2026","passed","Fri Mar 20 12:38:16 UTC 2026","","test_password_update","",""
"Test of dislike of eco new","57","Get summary eco new by id.","tests.api.news_api_tests","Fri Mar 20 12:38:14 UTC 2026","passed","Fri Mar 20 12:38:14 UTC 2026","","test_user_like_oneco_new","",""
"Test eco news summary retrieval by id (GET /eco-news/{id}/summary)","51","Get summary eco new by id.","tests.api.news_api_tests","Fri Mar 20 12:38:07 UTC 2026","passed","Fri Mar 20 12:38:07 UTC 2026","","test_eco_new_summary","",""
"Negative security tests: verify regular user receives 403 on restricted email endpoints.","243","Security: Verify regular user gets 403 when trying to send Green Office notification","tests.api.email_api_tests","Fri Mar 20 12:37:58 UTC 2026","passed","Fri Mar 20 12:37:58 UTC 2026","","test_email","",""
"Test eco news request expecting error","43","Verify proper responses when use invalid query params","tests.api.news_api_tests","Fri Mar 20 12:38:08 UTC 2026","passed","Fri Mar 20 12:38:08 UTC 2026","","test_find_eco_news_by_page","",""
"Test create eco news request with valid data","487","Create eco new by applying valid parameters to the form.","tests.api","Fri Mar 20 12:38:18 UTC 2026","passed","Fri Mar 20 12:38:19 UTC 2026","","test_create_eco_news_form","",""
"Test like one news page like one news","12795","Test like one news on one news page","tests.ui.news_pages_tests","Fri Mar 20 12:43:22 UTC 2026","broken","Fri Mar 20 12:43:35 UTC 2026","","test_one_news_page_like_one_news","",""
"Testing of social networks image get request using invalid url","39","test_social_networks_get_image_invalid[https://picsum.photos/403-403-error-Forbidden]","tests.api.social_networks","Fri Mar 20 12:38:18 UTC 2026","passed","Fri Mar 20 12:38:18 UTC 2026","","test_social_network_image","",""
"Test correct navigation to Edit Profile page.","191","Check that user is redirected to Edit Profile page after clicking on the [Edit] button","tests.ui.my_space_pages_tests.my_space_profile_tests","Fri Mar 20 12:42:56 UTC 2026","passed","Fri Mar 20 12:42:56 UTC 2026","","test_navigation_to_edit_profile_page","",""
"Test like one news page like one news","1827","Test add event link in my events page","tests.ui.my_space_pages_tests.my_events_page_tests","Fri Mar 20 12:42:45 UTC 2026","broken","Fri Mar 20 12:42:47 UTC 2026","","test_add_event_link_in_my_events_page","",""
"Test like one news page like one news","43","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:11 UTC 2026","passed","Fri Mar 20 12:38:11 UTC 2026","","test_get_eco_news_by_id","",""
"Check a user is redirected to another Friend page after clicking a friend card","0","Check that a user is redirected to another Friend page after clicking on a friend card on the 'All friends' tab on the Friend page","tests.ui.all_friends_page_tests","Fri Mar 20 12:39:00 UTC 2026","broken","Fri Mar 20 12:39:00 UTC 2026","","test_user_page_navigation_after_clicking_on_card","",""
"Test like one news page like one news","51","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:11 UTC 2026","passed","Fri Mar 20 12:38:11 UTC 2026","","test_get_eco_news_by_id","",""
"A simple smoke test that always passes.","423","Smoke test for the main page","tests.ui","Fri Mar 20 12:44:21 UTC 2026","broken","Fri Mar 20 12:44:22 UTC 2026","","test_smoke","",""
"Test habit assignment with already assigned habit id","244","Test habit assignment with already assigned habit id","tests.api.habit_api_tests","Fri Mar 20 12:38:00 UTC 2026","passed","Fri Mar 20 12:38:01 UTC 2026","","test_habit_assignment","",""
"Test of deletion from favorites of eco new","78","Deletion from favorites eco new by id.","tests.api.news_api_tests","Fri Mar 20 12:38:04 UTC 2026","failed","Fri Mar 20 12:38:04 UTC 2026","","test_delete_from_favourites_eco_new_by_id","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","615","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:09 UTC 2026","passed","Fri Mar 20 12:38:09 UTC 2026","","test_find_eco_news_by_page","",""
"Test create eco news request with valid data","210","Create eco new by applying valid parameters to the form.","tests.api","Fri Mar 20 12:38:19 UTC 2026","passed","Fri Mar 20 12:38:19 UTC 2026","","test_create_eco_news_form","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","42","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:10 UTC 2026","passed","Fri Mar 20 12:38:10 UTC 2026","","test_find_eco_news_by_page","",""
"Test like one news page like one news","42","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:11 UTC 2026","passed","Fri Mar 20 12:38:11 UTC 2026","","test_get_eco_news_by_id","",""
"
    Test Objective: Verify that the system correctly triggers and displays
    validation error messages when a user attempts to sign in without entering data.
    ","1123","Verify validation errors when signing in with empty fields","tests.ui.login_testing","Fri Mar 20 12:42:08 UTC 2026","failed","Fri Mar 20 12:42:09 UTC 2026","","Authentication Tests","",""
"Negative security tests: verify regular user receives 403 on restricted email endpoints.","168","Security: Verify regular user gets 403 when trying to send activation message email","tests.api.email_api_tests","Fri Mar 20 12:37:56 UTC 2026","passed","Fri Mar 20 12:37:56 UTC 2026","","test_email","",""
"Test like one news page like one news","37","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:12 UTC 2026","passed","Fri Mar 20 12:38:12 UTC 2026","","test_get_eco_news_by_id","",""
"Verify user can update privacy settings on Edit Profile page and changes are saved successfully.","11784","Update profile privacy settings","tests.ui.edit_profile_page_tests","Fri Mar 20 12:40:33 UTC 2026","broken","Fri Mar 20 12:40:45 UTC 2026","","test_update_privacy_settings","",""
"Test of dislike of eco new","58","Dislike eco new by id.","tests.api.news_api_tests","Fri Mar 20 12:38:06 UTC 2026","passed","Fri Mar 20 12:38:06 UTC 2026","","test_dislike_eco_new","",""
"Test like one news page like one news","47","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:10 UTC 2026","passed","Fri Mar 20 12:38:10 UTC 2026","","test_get_eco_news_by_id","",""
"Test habit assignment without login","41","Test habit assignment without login and correct id","tests.api.habit_api_tests","Fri Mar 20 12:38:00 UTC 2026","passed","Fri Mar 20 12:38:00 UTC 2026","","test_habit_assignment","",""
"Test like one news page like one news","44","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:10 UTC 2026","passed","Fri Mar 20 12:38:11 UTC 2026","","test_get_eco_news_by_id","",""
"Test summary get of eco new","91","Get recommended eco new by id.","tests.api.news_api_tests","Fri Mar 20 12:38:13 UTC 2026","passed","Fri Mar 20 12:38:13 UTC 2026","","test_get_recommended_eco_news","",""
"Check user menu functionality.","1081","User menu check","tests.ui.user_menu_test","Fri Mar 20 12:44:25 UTC 2026","passed","Fri Mar 20 12:44:27 UTC 2026","","test_user_menu","",""
"Test case that verifies a sent friend request remains active after the user logs out and logs back in.","10184","Verify Friend Request Persistence After User Logout and Login","tests.ui.find_friend_page_tests","Fri Mar 20 12:41:07 UTC 2026","broken","Fri Mar 20 12:41:17 UTC 2026","","test_verify_friend_request_persistence","",""
"Test eco news request expecting error","35","Verify proper responses when use invalid query params","tests.api.news_api_tests","Fri Mar 20 12:38:08 UTC 2026","passed","Fri Mar 20 12:38:08 UTC 2026","","test_find_eco_news_by_page","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","195","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:10 UTC 2026","passed","Fri Mar 20 12:38:10 UTC 2026","","test_find_eco_news_by_page","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","146","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:08 UTC 2026","passed","Fri Mar 20 12:38:08 UTC 2026","","test_find_eco_news_by_page","",""
"This test verifies that a user cannot successfully create eco news, because of invalid data. ","2291","Test Validation: Create Eco News with Invalid Data. Open Create Eco News page.","tests.ui.news_pages_tests","Fri Mar 20 12:43:12 UTC 2026","passed","Fri Mar 20 12:43:14 UTC 2026","","test_create_eco_news_with_invalid_data","",""
"Test like one news page like one news","38","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:12 UTC 2026","passed","Fri Mar 20 12:38:12 UTC 2026","","test_get_eco_news_by_id","",""
"Test of dislike of eco new","127","Dislike eco new by id.","tests.api.news_api_tests","Fri Mar 20 12:38:06 UTC 2026","passed","Fri Mar 20 12:38:06 UTC 2026","","test_dislike_eco_new","",""
"Test Friend Page search.","11854","Search friend requests by partial username","tests.ui.friend_request_page_tests","Fri Mar 20 12:41:34 UTC 2026","broken","Fri Mar 20 12:41:45 UTC 2026","","test_friend_requests_search","",""
"Verify user can update privacy settings on Edit Profile page and changes are saved successfully.","11791","Update profile privacy settings","tests.ui.edit_profile_page_tests","Fri Mar 20 12:40:19 UTC 2026","broken","Fri Mar 20 12:40:31 UTC 2026","","test_update_privacy_settings","",""
"Test like one news page like one news","39","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:11 UTC 2026","passed","Fri Mar 20 12:38:11 UTC 2026","","test_get_eco_news_by_id","",""
"Test habit deletion by habit assigned id","442","Test habit deletion with correct habit assigned id","tests.api.habit_api_tests","Fri Mar 20 12:38:02 UTC 2026","passed","Fri Mar 20 12:38:02 UTC 2026","","test_habit_deletion","",""
"Test correct navigation to Find Friend page.","10047","Check that user is redirected to Find Friend page after clicking on the [Add friends] button","tests.ui.my_space_pages_tests.my_space_profile_tests","Fri Mar 20 12:43:00 UTC 2026","broken","Fri Mar 20 12:43:10 UTC 2026","","test_navigation_to_find_friend_page","",""
"Test for deletion of social_network by id verification","42","Check user access to the deletion of social media.","tests.api.social_networks","Fri Mar 20 12:38:17 UTC 2026","passed","Fri Mar 20 12:38:17 UTC 2026","","test_delete_social_network","",""
"Verify user can update name, city and credo on Edit Profile page and changes are saved successfully.","12284","Update basic profile information","tests.ui.edit_profile_page_tests","Fri Mar 20 12:39:35 UTC 2026","broken","Fri Mar 20 12:39:47 UTC 2026","","test_edit_profile_info","",""
"This test verifies that a user can successfully navigate through tabs on friends abstract page. ","12073","Test Validation: friends abstract page navigation through tabs.","tests.ui","Fri Mar 20 12:44:02 UTC 2026","broken","Fri Mar 20 12:44:14 UTC 2026","","test_friends_abstract_navigation","",""
"Verify user can update name, city and credo on Edit Profile page and changes are saved successfully.","12209","Update basic profile information","tests.ui.edit_profile_page_tests","Fri Mar 20 12:39:50 UTC 2026","broken","Fri Mar 20 12:40:02 UTC 2026","","test_edit_profile_info","",""
"Verify that user can search friends by full and partial name on Friends page.","535","Search friend by full and partial name","tests.ui.my_friends_page_tests","Fri Mar 20 12:42:13 UTC 2026","failed","Fri Mar 20 12:42:14 UTC 2026","","test_search_my_friend","",""
"Test like one news page like one news","44","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:10 UTC 2026","passed","Fri Mar 20 12:38:10 UTC 2026","","test_get_eco_news_by_id","",""
"Test like one news page like one news","38","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 20 12:38:10 UTC 2026","passed","Fri Mar 20 12:38:10 UTC 2026","","test_get_eco_news_by_id","",""
"Test eco news request expecting error","42","Verify proper responses when use invalid query params","tests.api.news_api_tests","Fri Mar 20 12:38:08 UTC 2026","passed","Fri Mar 20 12:38:08 UTC 2026","","test_find_eco_news_by_page","",""
