"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","495","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 06 02:45:18 UTC 2026","passed","Fri Mar 06 02:45:18 UTC 2026","","test_find_eco_news_by_page","",""
"Test eco news request expecting error","218","Verify proper responses when use invalid query params","tests.api.news_api_tests","Fri Mar 06 02:45:16 UTC 2026","passed","Fri Mar 06 02:45:16 UTC 2026","","test_find_eco_news_by_page","",""
"Check slider working","5804","test_slider_keyboard_interaction[chrome]","tests.ui.my_habit_tests","Fri Mar 06 02:48:25 UTC 2026","passed","Fri Mar 06 02:48:31 UTC 2026","","test_slider_boundaries","",""
"Test eco news request expecting error","140","Verify proper responses when use invalid query params","tests.api.news_api_tests","Fri Mar 06 02:45:16 UTC 2026","passed","Fri Mar 06 02:45:16 UTC 2026","","test_find_eco_news_by_page","",""
"Test eco news request expecting error","35","Verify proper responses when use invalid query params","tests.api.news_api_tests","Fri Mar 06 02:45:16 UTC 2026","passed","Fri Mar 06 02:45:16 UTC 2026","","test_find_eco_news_by_page","",""
"Test habit assignment by habit ID","193","Test habit assignment with login","tests.api.habit_api_tests","Fri Mar 06 02:45:14 UTC 2026","passed","Fri Mar 06 02:45:14 UTC 2026","","test_habit_assignment","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","143","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 06 02:45:18 UTC 2026","passed","Fri Mar 06 02:45:19 UTC 2026","","test_find_eco_news_by_page","",""
"Validate 200 OK response and eco news JSON schema for find_eco_news_by_page with various filters.","325","Test eco news get request's response returns correct data format","tests.api.news_api_tests","Fri Mar 06 02:45:16 UTC 2026","passed","Fri Mar 06 02:45:17 UTC 2026","","test_find_eco_news_by_page","",""
"Test for successful habit creation.","1074","Check that user is able to create a new habit card by filling in all required fields on the Create habit page","tests.ui.habit_form_tests","Fri Mar 06 02:48:00 UTC 2026","passed","Fri Mar 06 02:48:01 UTC 2026","","test_successful_habit_creation","",""
"Test eco news request expecting error","136","Verify proper responses when use invalid query params","tests.api.news_api_tests","Fri Mar 06 02:45:16 UTC 2026","passed","Fri Mar 06 02:45:16 UTC 2026","","test_find_eco_news_by_page","",""
"Test Friend Page search.","12109","Search friend requests by partial username","tests.ui.friend_request_page_tests","Fri Mar 06 02:47:35 UTC 2026","skipped","Fri Mar 06 02:47:47 UTC 2026","","test_friend_requests_search","",""
"Verify user can update name, city and credo on Edit Profile page and changes are saved successfully.","12104","Update basic profile information","tests.ui.edit_profile_page_tests","Fri Mar 06 02:45:56 UTC 2026","broken","Fri Mar 06 02:46:08 UTC 2026","","test_edit_profile_info","",""
"Test that 'Habit title' field is required.","355","Check that user is not able to submit a form on the Create Habit page after leaving the 'Title' field empty","tests.ui.habit_form_tests","Fri Mar 06 02:47:56 UTC 2026","passed","Fri Mar 06 02:47:56 UTC 2026","","test_required_title","",""
"Test habit assignment by habit ID","310","Test habit assignment with login","tests.api.habit_api_tests","Fri Mar 06 02:45:12 UTC 2026","passed","Fri Mar 06 02:45:12 UTC 2026","","test_habit_assignment","",""
"Testcase that an anonymous user cannot post a comment on an event.","38","Verify that an unauthorized user cannot leave a comment","tests.api","Fri Mar 06 02:45:21 UTC 2026","passed","Fri Mar 06 02:45:21 UTC 2026","","test_events_comments","",""
"We check possibility add field into to do list of some special habit","12645","Add custom item into to_do_list","tests.ui.my_habit_tests","Fri Mar 06 02:48:09 UTC 2026","passed","Fri Mar 06 02:48:22 UTC 2026","","test_one_event_page_add_custom_item_in_to_do_list","",""
"Testcase that an authorized user can successfully post a comment and delete it.","438","Verify that an authorized user can successfully leave and delete a comment.","tests.api","Fri Mar 06 02:45:21 UTC 2026","passed","Fri Mar 06 02:45:22 UTC 2026","","test_events_comments","",""
"Test create eco news request with valid data","592","Create eco new by applying valid parameters to the form.","tests.api","Fri Mar 06 02:45:20 UTC 2026","passed","Fri Mar 06 02:45:20 UTC 2026","","test_create_eco_news_form","",""
